"orderID";"customerID";"employeeID";"orderDate";"requiredDate";"shippedDate";"shipVia";"freight"
10384;"BERGS";3;"1996-12-16";"1997-01-13";"1996-12-20";3;16864.0
10385;"SPLIR";1;"1996-12-17";"1997-01-14";"1996-12-23";2;3096.0
10386;"FAMIA";9;"1996-12-18";"1997-01-01";"1996-12-25";3;1399.0
10387;"SANTG";1;"1996-12-18";"1997-01-15";"1996-12-20";2;9363.0
10388;"SEVES";2;"1996-12-19";"1997-01-16";"1996-12-20";1;3486.0
10389;"BOTTM";4;"1996-12-20";"1997-01-17";"1996-12-24";2;4742.0
10390;"ERNSH";6;"1996-12-23";"1997-01-20";"1996-12-26";1;12638.0
10391;"DRACD";3;"1996-12-23";"1997-01-20";"1996-12-31";3;545.0
10392;"PICCO";2;"1996-12-24";"1997-01-21";"1997-01-01";3;12246.0
10393;"SAVEA";1;"1996-12-25";"1997-01-22";"1997-01-03";3;12656.0
10394;"HUNGC";1;"1996-12-25";"1997-01-22";"1997-01-03";3;3034.0
10395;"HILAA";6;"1996-12-26";"1997-01-23";"1997-01-03";1;18441.0
10396;"FRANK";1;"1996-12-27";"1997-01-10";"1997-01-06";3;13535.0
10397;"PRINI";5;"1996-12-27";"1997-01-24";"1997-01-02";1;6026.0
10398;"SAVEA";2;"1996-12-30";"1997-01-27";"1997-01-09";3;8916.0
10399;"VAFFE";8;"1996-12-31";"1997-01-14";"1997-01-08";3;2736.0
10400;"EASTC";1;"1997-01-01";"1997-01-29";"1997-01-16";3;8393.0
10401;"RATTC";1;"1997-01-01";"1997-01-29";"1997-01-10";1;1251.0
10402;"ERNSH";8;"1997-01-02";"1997-02-13";"1997-01-10";2;6788.0
10403;"ERNSH";4;"1997-01-03";"1997-01-31";"1997-01-09";3;7379.0
10404;"MAGAA";2;"1997-01-03";"1997-01-31";"1997-01-08";1;15597.0
10405;"LINOD";1;"1997-01-06";"1997-02-03";"1997-01-22";1;3482.0
10406;"QUEEN";7;"1997-01-07";"1997-02-18";"1997-01-13";1;10804.0
10407;"OTTIK";2;"1997-01-07";"1997-02-04";"1997-01-30";2;9148.0
10408;"FOLIG";8;"1997-01-08";"1997-02-05";"1997-01-14";1;1126.0
10409;"OCEAN";3;"1997-01-09";"1997-02-06";"1997-01-14";1;2983.0
10410;"BOTTM";3;"1997-01-10";"1997-02-07";"1997-01-15";3;24.0
10411;"BOTTM";9;"1997-01-10";"1997-02-07";"1997-01-21";3;2365.0
10412;"WARTH";8;"1997-01-13";"1997-02-10";"1997-01-15";2;377.0
10413;"LAMAI";3;"1997-01-14";"1997-02-11";"1997-01-16";2;9566.0
10414;"FAMIA";2;"1997-01-14";"1997-02-11";"1997-01-17";3;2148.0
10415;"HUNGC";3;"1997-01-15";"1997-02-12";"1997-01-24";1;2.0
10416;"WARTH";8;"1997-01-16";"1997-02-13";"1997-01-27";3;2272.0
10417;"SIMOB";4;"1997-01-16";"1997-02-13";"1997-01-28";3;7029.0
10418;"QUICK";4;"1997-01-17";"1997-02-14";"1997-01-24";1;1755.0
10419;"RICSU";4;"1997-01-20";"1997-02-17";"1997-01-30";2;13735.0
10420;"WELLI";3;"1997-01-21";"1997-02-18";"1997-01-27";1;4412.0
10421;"QUEDE";8;"1997-01-21";"1997-03-04";"1997-01-27";1;9923.0
10422;"FRANS";2;"1997-01-22";"1997-02-19";"1997-01-31";1;302.0
10423;"GOURL";6;"1997-01-23";"1997-02-06";"1997-02-24";3;245.0
10424;"MEREP";7;"1997-01-23";"1997-02-20";"1997-01-27";2;37061.0
10425;"LAMAI";6;"1997-01-24";"1997-02-21";"1997-02-14";2;793.0
10426;"GALED";4;"1997-01-27";"1997-02-24";"1997-02-06";1;1869.0
10427;"PICCO";4;"1997-01-27";"1997-02-24";"1997-03-03";2;3129.0
10428;"REGGC";7;"1997-01-28";"1997-02-25";"1997-02-04";1;1109.0
10429;"HUNGO";3;"1997-01-29";"1997-03-12";"1997-02-07";2;5663.0
10430;"ERNSH";4;"1997-01-30";"1997-02-13";"1997-02-03";1;45878.0
10431;"BOTTM";4;"1997-01-30";"1997-02-13";"1997-02-07";2;4417.0
10432;"SPLIR";3;"1997-01-31";"1997-02-14";"1997-02-07";2;434.0
10433;"PRINI";3;"1997-02-03";"1997-03-03";"1997-03-04";3;7383.0
10434;"FOLKO";3;"1997-02-03";"1997-03-03";"1997-02-13";2;1792.0
10435;"CONSH";8;"1997-02-04";"1997-03-18";"1997-02-07";2;921.0
10436;"BLONP";3;"1997-02-05";"1997-03-05";"1997-02-11";2;15666.0
10437;"WARTH";8;"1997-02-05";"1997-03-05";"1997-02-12";1;1997.0
10438;"TOMSP";3;"1997-02-06";"1997-03-06";"1997-02-14";2;824.0
10439;"MEREP";6;"1997-02-07";"1997-03-07";"1997-02-10";3;407.0
10440;"SAVEA";4;"1997-02-10";"1997-03-10";"1997-02-28";2;8653.0
10441;"OLDWO";3;"1997-02-10";"1997-03-24";"1997-03-14";2;7302.0
10442;"ERNSH";3;"1997-02-11";"1997-03-11";"1997-02-18";2;4794.0
10443;"REGGC";8;"1997-02-12";"1997-03-12";"1997-02-14";1;1395.0
10444;"BERGS";3;"1997-02-12";"1997-03-12";"1997-02-21";3;35.0
10445;"BERGS";3;"1997-02-13";"1997-03-13";"1997-02-20";1;93.0
10446;"TOMSP";6;"1997-02-14";"1997-03-14";"1997-02-19";1;1468.0
10447;"RICAR";4;"1997-02-14";"1997-03-14";"1997-03-07";2;6866.0
10448;"RANCH";4;"1997-02-17";"1997-03-17";"1997-02-24";2;3882.0
10449;"BLONP";3;"1997-02-18";"1997-03-18";"1997-02-27";2;533.0
10450;"VICTE";8;"1997-02-19";"1997-03-19";"1997-03-11";2;723.0
10451;"QUICK";4;"1997-02-19";"1997-03-05";"1997-03-12";3;18909.0
10452;"SAVEA";8;"1997-02-20";"1997-03-20";"1997-02-26";1;14026.0
10453;"AROUT";1;"1997-02-21";"1997-03-21";"1997-02-26";2;2536.0
10454;"LAMAI";4;"1997-02-21";"1997-03-21";"1997-02-25";3;274.0
10455;"WARTH";8;"1997-02-24";"1997-04-07";"1997-03-03";2;18045.0
10456;"KOENE";8;"1997-02-25";"1997-04-08";"1997-02-28";2;812.0
10457;"KOENE";2;"1997-02-25";"1997-03-25";"1997-03-03";1;1157.0
10458;"SUPRD";7;"1997-02-26";"1997-03-26";"1997-03-04";3;14706.0
10459;"VICTE";4;"1997-02-27";"1997-03-27";"1997-02-28";2;2509.0
10460;"FOLKO";8;"1997-02-28";"1997-03-28";"1997-03-03";1;1627.0
10461;"LILAS";1;"1997-02-28";"1997-03-28";"1997-03-05";3;14861.0
10462;"CONSH";2;"1997-03-03";"1997-03-31";"1997-03-18";1;617.0
10463;"SUPRD";5;"1997-03-04";"1997-04-01";"1997-03-06";3;1478.0
10464;"FURIB";4;"1997-03-04";"1997-04-01";"1997-03-14";2;89.0
10465;"VAFFE";1;"1997-03-05";"1997-04-02";"1997-03-14";3;14504.0
10466;"COMMI";4;"1997-03-06";"1997-04-03";"1997-03-13";1;1193.0
10467;"MAGAA";8;"1997-03-06";"1997-04-03";"1997-03-11";2;493.0
10468;"KOENE";3;"1997-03-07";"1997-04-04";"1997-03-12";3;4412.0
10469;"WHITC";1;"1997-03-10";"1997-04-07";"1997-03-14";1;6018.0
10470;"BONAP";4;"1997-03-11";"1997-04-08";"1997-03-14";2;6456.0
10471;"BSBEV";2;"1997-03-11";"1997-04-08";"1997-03-18";3;4559.0
10472;"SEVES";8;"1997-03-12";"1997-04-09";"1997-03-19";1;42.0
10473;"ISLAT";1;"1997-03-13";"1997-03-27";"1997-03-21";3;1637.0
10474;"PERIC";5;"1997-03-13";"1997-04-10";"1997-03-21";2;8349.0
10475;"SUPRD";9;"1997-03-14";"1997-04-11";"1997-04-04";1;6852.0
10476;"HILAA";8;"1997-03-17";"1997-04-14";"1997-03-24";3;441.0
10477;"PRINI";5;"1997-03-17";"1997-04-14";"1997-03-25";2;1302.0
10478;"VICTE";2;"1997-03-18";"1997-04-01";"1997-03-26";3;481.0
10479;"RATTC";3;"1997-03-19";"1997-04-16";"1997-03-21";3;70895.0
10480;"FOLIG";6;"1997-03-20";"1997-04-17";"1997-03-24";2;135.0
10481;"RICAR";8;"1997-03-20";"1997-04-17";"1997-03-25";2;6433.0
10482;"LAZYK";1;"1997-03-21";"1997-04-18";"1997-04-10";3;748.0
10483;"WHITC";7;"1997-03-24";"1997-04-21";"1997-04-25";2;1528.0
10484;"BSBEV";3;"1997-03-24";"1997-04-21";"1997-04-01";3;688.0
10485;"LINOD";4;"1997-03-25";"1997-04-08";"1997-03-31";2;6445.0
10486;"HILAA";1;"1997-03-26";"1997-04-23";"1997-04-02";2;3053.0
10487;"QUEEN";2;"1997-03-26";"1997-04-23";"1997-03-28";2;7107.0
10488;"FRANK";8;"1997-03-27";"1997-04-24";"1997-04-02";2;493.0
10489;"PICCO";6;"1997-03-28";"1997-04-25";"1997-04-09";2;529.0
10490;"HILAA";7;"1997-03-31";"1997-04-28";"1997-04-03";2;21019.0
10491;"FURIB";8;"1997-03-31";"1997-04-28";"1997-04-08";3;1696.0
10492;"BOTTM";3;"1997-04-01";"1997-04-29";"1997-04-11";1;6289.0
10493;"LAMAI";4;"1997-04-02";"1997-04-30";"1997-04-10";3;1064.0
10494;"COMMI";4;"1997-04-02";"1997-04-30";"1997-04-09";2;6599.0
10495;"LAUGB";3;"1997-04-03";"1997-05-01";"1997-04-11";3;465.0
10496;"TRADH";7;"1997-04-04";"1997-05-02";"1997-04-07";2;4677.0
10497;"LEHMS";7;"1997-04-04";"1997-05-02";"1997-04-07";1;3621.0
10498;"HILAA";8;"1997-04-07";"1997-05-05";"1997-04-11";2;2975.0
10499;"LILAS";4;"1997-04-08";"1997-05-06";"1997-04-16";2;10202.0
10500;"LAMAI";6;"1997-04-09";"1997-05-07";"1997-04-17";1;4268.0
10501;"BLAUS";9;"1997-04-09";"1997-05-07";"1997-04-16";3;885.0
10502;"PERIC";2;"1997-04-10";"1997-05-08";"1997-04-29";1;6932.0
10503;"HUNGO";6;"1997-04-11";"1997-05-09";"1997-04-16";2;1674.0
10504;"WHITC";4;"1997-04-11";"1997-05-09";"1997-04-18";3;5913.0
10505;"MEREP";3;"1997-04-14";"1997-05-12";"1997-04-21";3;713.0
10506;"KOENE";9;"1997-04-15";"1997-05-13";"1997-05-02";2;2119.0
10507;"ANTON";7;"1997-04-15";"1997-05-13";"1997-04-22";1;4745.0
10508;"OTTIK";1;"1997-04-16";"1997-05-14";"1997-05-13";2;499.0
10509;"BLAUS";4;"1997-04-17";"1997-05-15";"1997-04-29";1;15.0
10510;"SAVEA";6;"1997-04-18";"1997-05-16";"1997-04-28";3;36763.0
10511;"BONAP";4;"1997-04-18";"1997-05-16";"1997-04-21";3;35064.0
10512;"FAMIA";7;"1997-04-21";"1997-05-19";"1997-04-24";2;353.0
10513;"WANDK";7;"1997-04-22";"1997-06-03";"1997-04-28";1;10565.0
10514;"ERNSH";3;"1997-04-22";"1997-05-20";"1997-05-16";2;78995.0
10515;"QUICK";2;"1997-04-23";"1997-05-07";"1997-05-23";1;20447.0
10516;"HUNGO";2;"1997-04-24";"1997-05-22";"1997-05-01";3;6278.0
10517;"NORTS";3;"1997-04-24";"1997-05-22";"1997-04-29";3;3207.0
10518;"TORTU";4;"1997-04-25";"1997-05-09";"1997-05-05";2;21815.0
10519;"CHOPS";6;"1997-04-28";"1997-05-26";"1997-05-01";3;9176.0
10520;"SANTG";7;"1997-04-29";"1997-05-27";"1997-05-01";1;1337.0
10521;"CACTU";8;"1997-04-29";"1997-05-27";"1997-05-02";2;1722.0
10522;"LEHMS";4;"1997-04-30";"1997-05-28";"1997-05-06";1;4533.0
10523;"SEVES";7;"1997-05-01";"1997-05-29";"1997-05-30";2;7763.0
10524;"BERGS";1;"1997-05-01";"1997-05-29";"1997-05-07";2;24479.0
10525;"BONAP";1;"1997-05-02";"1997-05-30";"1997-05-23";2;1106.0
10526;"WARTH";4;"1997-05-05";"1997-06-02";"1997-05-15";2;5859.0
10527;"QUICK";7;"1997-05-05";"1997-06-02";"1997-05-07";1;419.0
10528;"GREAL";6;"1997-05-06";"1997-05-20";"1997-05-09";2;335.0
10529;"MAISD";5;"1997-05-07";"1997-06-04";"1997-05-09";2;6669.0
10530;"PICCO";3;"1997-05-08";"1997-06-05";"1997-05-12";2;33922.0
10531;"OCEAN";7;"1997-05-08";"1997-06-05";"1997-05-19";1;812.0
10532;"EASTC";7;"1997-05-09";"1997-06-06";"1997-05-12";3;7446.0
10533;"FOLKO";8;"1997-05-12";"1997-06-09";"1997-05-22";1;18804.0
10534;"LEHMS";8;"1997-05-12";"1997-06-09";"1997-05-14";2;2794.0
10535;"ANTON";4;"1997-05-13";"1997-06-10";"1997-05-21";1;1564.0
10536;"LEHMS";3;"1997-05-14";"1997-06-11";"1997-06-06";2;5888.0
10537;"RICSU";1;"1997-05-14";"1997-05-28";"1997-05-19";1;7885.0
10538;"BSBEV";9;"1997-05-15";"1997-06-12";"1997-05-16";3;487.0
10539;"BSBEV";6;"1997-05-16";"1997-06-13";"1997-05-23";3;1236.0
10540;"QUICK";3;"1997-05-19";"1997-06-16";"1997-06-13";3;100764.0
10541;"HANAR";2;"1997-05-19";"1997-06-16";"1997-05-29";1;6865.0
10542;"KOENE";1;"1997-05-20";"1997-06-17";"1997-05-26";3;1095.0
10543;"LILAS";8;"1997-05-21";"1997-06-18";"1997-05-23";2;4817.0
10544;"LONEP";4;"1997-05-21";"1997-06-18";"1997-05-30";1;2491.0
10545;"LAZYK";8;"1997-05-22";"1997-06-19";"1997-06-26";2;1192.0
10546;"VICTE";1;"1997-05-23";"1997-06-20";"1997-05-27";3;19472.0
10547;"SEVES";3;"1997-05-23";"1997-06-20";"1997-06-02";2;17843.0
10548;"TOMSP";3;"1997-05-26";"1997-06-23";"1997-06-02";2;143.0
10549;"QUICK";5;"1997-05-27";"1997-06-10";"1997-05-30";1;17124.0
10550;"GODOS";7;"1997-05-28";"1997-06-25";"1997-06-06";3;432.0
10551;"FURIB";4;"1997-05-28";"1997-07-09";"1997-06-06";3;7295.0
10552;"HILAA";2;"1997-05-29";"1997-06-26";"1997-06-05";1;8322.0
10553;"WARTH";2;"1997-05-30";"1997-06-27";"1997-06-03";2;14949.0
10554;"OTTIK";4;"1997-05-30";"1997-06-27";"1997-06-05";3;12097.0
10555;"SAVEA";6;"1997-06-02";"1997-06-30";"1997-06-04";3;25249.0
10556;"SIMOB";2;"1997-06-03";"1997-07-15";"1997-06-13";1;98.0
10557;"LEHMS";9;"1997-06-03";"1997-06-17";"1997-06-06";2;9672.0
10558;"AROUT";1;"1997-06-04";"1997-07-02";"1997-06-10";2;7297.0
10559;"BLONP";6;"1997-06-05";"1997-07-03";"1997-06-13";1;805.0
10560;"FRANK";8;"1997-06-06";"1997-07-04";"1997-06-09";1;3665.0
10561;"FOLKO";2;"1997-06-06";"1997-07-04";"1997-06-09";2;24221.0
10562;"REGGC";1;"1997-06-09";"1997-07-07";"1997-06-12";1;2295.0
10563;"RICAR";2;"1997-06-10";"1997-07-22";"1997-06-24";2;6043.0
10564;"RATTC";4;"1997-06-10";"1997-07-08";"1997-06-16";3;1375.0
10565;"MEREP";8;"1997-06-11";"1997-07-09";"1997-06-18";2;715.0
10566;"BLONP";9;"1997-06-12";"1997-07-10";"1997-06-18";1;884.0
10567;"HUNGO";1;"1997-06-12";"1997-07-10";"1997-06-17";1;3397.0
10568;"GALED";3;"1997-06-13";"1997-07-11";"1997-07-09";3;654.0
10569;"RATTC";5;"1997-06-16";"1997-07-14";"1997-07-11";1;5898.0
10570;"MEREP";3;"1997-06-17";"1997-07-15";"1997-06-19";3;18899.0
10571;"ERNSH";8;"1997-06-17";"1997-07-29";"1997-07-04";3;2606.0
10572;"BERGS";3;"1997-06-18";"1997-07-16";"1997-06-25";2;11643.0
10573;"ANTON";7;"1997-06-19";"1997-07-17";"1997-06-20";3;8484.0
10574;"TRAIH";4;"1997-06-19";"1997-07-17";"1997-06-30";2;376.0
10575;"MORGK";5;"1997-06-20";"1997-07-04";"1997-06-30";1;12734.0
10576;"TORTU";3;"1997-06-23";"1997-07-07";"1997-06-30";3;1856.0
10577;"TRAIH";9;"1997-06-23";"1997-08-04";"1997-06-30";2;2541.0
