"orderID";"productID";"unitPrice";"quantity";"discount"
10367;34;112.0;36;0.0
10367;54;59.0;18;0.0
10367;65;168.0;15;0.0
10367;77;104.0;7;0.0
10368;21;8.0;5;1.0
10368;28;364.0;13;1.0
10368;57;156.0;25;0.0
10368;64;266.0;35;1.0
10369;29;99.0;20;0.0
10369;56;304.0;18;25.0
10370;1;144.0;15;15.0
10370;64;266.0;30;0.0
10370;74;8.0;20;15.0
10371;36;152.0;6;2.0
10372;20;648.0;12;25.0
10372;38;2108.0;40;25.0
10372;60;272.0;70;25.0
10372;72;278.0;42;25.0
10373;58;106.0;80;2.0
10373;71;172.0;50;2.0
10374;31;10.0;30;0.0
10374;58;106.0;15;0.0
10375;14;186.0;15;0.0
10375;54;59.0;10;0.0
10376;31;10.0;42;5.0
10377;28;364.0;20;15.0
10377;39;144.0;20;15.0
10378;71;172.0;6;0.0
10379;41;77.0;8;1.0
10379;63;351.0;16;1.0
10379;65;168.0;20;1.0
10380;30;207.0;18;1.0
10380;53;262.0;20;1.0
10380;60;272.0;6;1.0
10380;70;12.0;30;0.0
10381;74;8.0;14;0.0
10382;5;17.0;32;0.0
10382;18;50.0;9;0.0
10382;29;99.0;14;0.0
10382;33;2.0;60;0.0
10382;74;8.0;50;0.0
10383;13;48.0;20;0.0
10383;50;13.0;15;0.0
10383;56;304.0;20;0.0
10384;20;648.0;28;0.0
10384;60;272.0;15;0.0
10385;7;24.0;10;2.0
10385;60;272.0;20;2.0
10385;68;10.0;8;2.0
10386;24;36.0;15;0.0
10386;34;112.0;10;0.0
10387;24;36.0;15;0.0
10387;28;364.0;6;0.0
10387;59;44.0;12;0.0
10387;71;172.0;15;0.0
10388;45;76.0;15;2.0
10388;52;56.0;20;2.0
10388;53;262.0;40;0.0
10389;10;248.0;16;0.0
10389;55;192.0;15;0.0
10389;62;394.0;20;0.0
10389;70;12.0;30;0.0
10390;31;10.0;60;1.0
10390;35;144.0;40;1.0
10390;46;96.0;45;0.0
10390;72;278.0;24;1.0
10391;13;48.0;18;0.0
10392;69;288.0;50;0.0
10393;2;152.0;25;25.0
10393;14;186.0;42;25.0
10393;25;112.0;7;25.0
10393;26;249.0;70;25.0
10393;31;10.0;32;0.0
10394;13;48.0;10;0.0
10394;62;394.0;10;0.0
10395;46;96.0;28;1.0
10395;53;262.0;70;1.0
10395;69;288.0;8;0.0
10396;23;72.0;40;0.0
10396;71;172.0;60;0.0
10396;72;278.0;21;0.0
10397;21;8.0;10;15.0
10397;51;424.0;18;15.0
10398;35;144.0;30;0.0
10398;55;192.0;120;1.0
10399;68;10.0;60;0.0
10399;71;172.0;30;0.0
10399;76;144.0;35;0.0
10399;77;104.0;14;0.0
10400;29;99.0;21;0.0
10400;35;144.0;35;0.0
10400;49;16.0;30;0.0
10401;30;207.0;18;0.0
10401;56;304.0;70;0.0
10401;65;168.0;20;0.0
10401;71;172.0;60;0.0
10402;23;72.0;60;0.0
10402;63;351.0;65;0.0
10403;16;139.0;21;15.0
10403;48;102.0;70;15.0
10404;26;249.0;30;5.0
10404;42;112.0;40;5.0
10404;49;16.0;30;5.0
10405;3;8.0;50;0.0
10406;1;144.0;10;0.0
10406;21;8.0;30;1.0
10406;28;364.0;42;1.0
10406;36;152.0;5;1.0
10406;40;147.0;2;1.0
10407;11;168.0;30;0.0
10407;69;288.0;15;0.0
10407;71;172.0;15;0.0
10408;37;208.0;10;0.0
10408;54;59.0;6;0.0
10408;62;394.0;35;0.0
10409;14;186.0;12;0.0
10409;21;8.0;12;0.0
10410;33;2.0;49;0.0
10410;59;44.0;16;0.0
10411;41;77.0;25;2.0
10411;44;155.0;40;2.0
10411;59;44.0;9;2.0
10412;14;186.0;20;1.0
10413;1;144.0;24;0.0
10413;62;394.0;40;0.0
10413;76;144.0;14;0.0
10414;19;73.0;18;5.0
10414;33;2.0;50;0.0
10415;17;312.0;2;0.0
10415;33;2.0;20;0.0
10416;19;73.0;20;0.0
10416;53;262.0;10;0.0
10416;57;156.0;20;0.0
10417;38;2108.0;50;0.0
10417;46;96.0;2;25.0
10417;68;10.0;36;25.0
10417;77;104.0;35;0.0
10418;2;152.0;60;0.0
10418;47;76.0;55;0.0
10418;61;228.0;16;0.0
10418;74;8.0;15;0.0
10419;60;272.0;60;5.0
10419;69;288.0;20;5.0
10420;9;776.0;20;1.0
10420;13;48.0;2;1.0
10420;70;12.0;8;1.0
10420;73;12.0;20;1.0
10421;19;73.0;4;15.0
10421;26;249.0;30;0.0
10421;53;262.0;15;15.0
10421;77;104.0;10;15.0
10422;26;249.0;2;0.0
10423;31;10.0;14;0.0
10423;59;44.0;20;0.0
10424;35;144.0;60;2.0
10424;38;2108.0;49;2.0
10424;68;10.0;30;2.0
10425;55;192.0;10;25.0
10425;76;144.0;20;25.0
10426;56;304.0;5;0.0
10426;64;266.0;7;0.0
10427;14;186.0;35;0.0
10428;46;96.0;20;0.0
10429;50;13.0;40;0.0
10429;63;351.0;35;25.0
10430;17;312.0;45;2.0
10430;21;8.0;50;0.0
10430;56;304.0;30;0.0
10430;59;44.0;70;2.0
10431;17;312.0;50;25.0
10431;40;147.0;50;25.0
10431;47;76.0;30;25.0
10432;26;249.0;10;0.0
10432;54;59.0;40;0.0
10433;56;304.0;28;0.0
10434;11;168.0;6;0.0
10434;76;144.0;18;15.0
10435;2;152.0;10;0.0
10435;22;168.0;12;0.0
10435;72;278.0;10;0.0
10436;46;96.0;5;0.0
10436;56;304.0;40;1.0
10436;64;266.0;30;1.0
10436;75;62.0;24;1.0
10437;53;262.0;15;0.0
10438;19;73.0;15;2.0
10438;34;112.0;20;2.0
10438;57;156.0;15;2.0
10439;12;304.0;15;0.0
10439;16;139.0;16;0.0
10439;64;266.0;6;0.0
10439;74;8.0;30;0.0
10440;2;152.0;45;15.0
10440;16;139.0;49;15.0
10440;29;99.0;24;15.0
10440;61;228.0;90;15.0
10441;27;351.0;50;0.0
10442;11;168.0;30;0.0
10442;54;59.0;80;0.0
10442;66;136.0;60;0.0
10443;11;168.0;6;2.0
10443;28;364.0;12;0.0
10444;17;312.0;10;0.0
10444;26;249.0;15;0.0
10444;35;144.0;8;0.0
10444;41;77.0;30;0.0
10445;39;144.0;6;0.0
10445;54;59.0;15;0.0
10446;19;73.0;12;1.0
10446;24;36.0;20;1.0
10446;31;10.0;3;1.0
10446;52;56.0;15;1.0
10447;19;73.0;40;0.0
10447;65;168.0;35;0.0
10447;71;172.0;2;0.0
10448;26;249.0;6;0.0
10448;40;147.0;20;0.0
10449;10;248.0;14;0.0
10449;52;56.0;20;0.0
10449;62;394.0;35;0.0
10450;10;248.0;20;2.0
10450;54;59.0;6;2.0
10451;55;192.0;120;1.0
10451;64;266.0;35;1.0
10451;65;168.0;28;1.0
10451;77;104.0;55;1.0
10452;28;364.0;15;0.0
10452;44;155.0;100;5.0
10453;48;102.0;15;1.0
10453;70;12.0;25;1.0
10454;16;139.0;20;2.0
10454;33;2.0;20;2.0
10454;46;96.0;10;2.0
10455;39;144.0;20;0.0
10455;53;262.0;50;0.0
10455;61;228.0;25;0.0
10455;71;172.0;30;0.0
10456;21;8.0;40;15.0
10456;49;16.0;21;15.0
10457;59;44.0;36;0.0
10458;26;249.0;30;0.0
10458;28;364.0;30;0.0
10458;43;368.0;20;0.0
10458;56;304.0;15;0.0
10458;71;172.0;50;0.0
10459;7;24.0;16;5.0
10459;46;96.0;20;5.0
10459;72;278.0;40;0.0
10460;68;10.0;21;25.0
10460;75;62.0;4;25.0
10461;21;8.0;40;25.0
10461;30;207.0;28;25.0
10461;55;192.0;60;25.0
10462;13;48.0;1;0.0
10462;23;72.0;21;0.0
10463;19;73.0;21;0.0
10463;42;112.0;50;0.0
10464;4;176.0;16;2.0
10464;43;368.0;3;0.0
10464;56;304.0;30;2.0
10464;60;272.0;20;0.0
10465;24;36.0;25;0.0
10465;29;99.0;18;1.0
10465;40;147.0;20;0.0
10465;45;76.0;30;1.0
10465;50;13.0;25;0.0
10466;11;168.0;10;0.0
10466;46;96.0;5;0.0
10467;24;36.0;28;0.0
10467;25;112.0;12;0.0
10468;30;207.0;8;0.0
10468;43;368.0;15;0.0
10469;2;152.0;40;15.0
10469;16;139.0;35;15.0
10469;44;155.0;2;15.0
10470;18;50.0;30;0.0
10470;23;72.0;15;0.0
10470;64;266.0;8;0.0
10471;7;24.0;30;0.0
10471;56;304.0;20;0.0
10472;24;36.0;80;5.0
10472;51;424.0;18;0.0
10473;33;2.0;12;0.0
10473;71;172.0;12;0.0
10474;14;186.0;12;0.0
10474;28;364.0;18;0.0
10474;40;147.0;21;0.0
10474;75;62.0;10;0.0
10475;31;10.0;35;15.0
10475;66;136.0;60;15.0
10475;76;144.0;42;15.0
10476;55;192.0;2;5.0
10476;70;12.0;12;0.0
10477;1;144.0;15;0.0
10477;21;8.0;21;25.0
10477;39;144.0;20;25.0
10478;10;248.0;20;5.0
10479;38;2108.0;30;0.0
10479;53;262.0;28;0.0
10479;59;44.0;60;0.0
10479;64;266.0;30;0.0
10480;47;76.0;30;0.0
10480;59;44.0;12;0.0
10481;49;16.0;24;0.0
10481;60;272.0;40;0.0
10482;40;147.0;10;0.0
10483;34;112.0;35;5.0
10483;77;104.0;30;5.0
10484;21;8.0;14;0.0
10484;40;147.0;10;0.0
10484;51;424.0;3;0.0
10485;2;152.0;20;1.0
10485;3;8.0;20;1.0
10485;55;192.0;30;1.0
10485;70;12.0;60;1.0
10486;11;168.0;5;0.0
10486;51;424.0;25;0.0
10486;74;8.0;16;0.0
10487;19;73.0;5;0.0
10487;26;249.0;30;0.0
10487;54;59.0;24;25.0
10488;59;44.0;30;0.0
10488;73;12.0;20;2.0
10489;11;168.0;15;25.0
10489;16;139.0;18;0.0
10490;59;44.0;60;0.0
10490;68;10.0;30;0.0
10490;75;62.0;36;0.0
10491;44;155.0;15;15.0
10491;77;104.0;7;15.0
10492;25;112.0;60;5.0
10492;42;112.0;20;5.0
10493;65;168.0;15;1.0
10493;66;136.0;10;1.0
10493;69;288.0;10;1.0
10494;56;304.0;30;0.0
10495;23;72.0;10;0.0
10495;41;77.0;20;0.0
10495;77;104.0;5;0.0
10496;31;10.0;20;5.0
10497;56;304.0;14;0.0
10497;72;278.0;25;0.0
10497;77;104.0;25;0.0
10498;24;45.0;14;0.0
10498;40;184.0;5;0.0
10498;42;14.0;30;0.0
10499;28;456.0;20;0.0
10499;49;20.0;25;0.0
10500;15;155.0;12;5.0
10500;28;456.0;8;5.0
10501;54;745.0;20;0.0
10502;45;95.0;21;0.0
10502;53;328.0;6;0.0
10502;67;14.0;30;0.0
10503;14;2325.0;70;0.0
10503;65;2105.0;20;0.0
10504;2;19.0;12;0.0
10504;21;10.0;12;0.0
10504;53;328.0;10;0.0
10504;61;285.0;25;0.0
10505;62;493.0;3;0.0
10506;25;14.0;18;1.0
10506;70;15.0;14;1.0
10507;43;46.0;15;15.0
10507;48;1275.0;15;15.0
10508;13;6.0;10;0.0
10508;39;18.0;10;0.0
10509;28;456.0;3;0.0
10510;29;12379.0;36;0.0
10510;75;775.0;36;1.0
10511;4;22.0;50;15.0
10511;7;30.0;50;15.0
10511;8;40.0;10;15.0
10512;24;45.0;10;15.0
10512;46;12.0;9;15.0
10512;47;95.0;6;15.0
10512;60;34.0;12;15.0
10513;21;10.0;40;2.0
10513;32;32.0;50;2.0
10513;61;285.0;15;2.0
10514;20;81.0;39;0.0
10514;28;456.0;35;0.0
10514;56;38.0;70;0.0
10514;65;2105.0;39;0.0
10514;75;775.0;50;0.0
10515;9;97.0;16;15.0
10515;16;1745.0;50;0.0
10515;27;439.0;120;0.0
10515;33;25.0;16;15.0
10515;60;34.0;84;15.0
10516;18;625.0;25;1.0
10516;41;965.0;80;1.0
10516;42;14.0;20;0.0
10517;52;7.0;6;0.0
10517;59;55.0;4;0.0
10517;70;15.0;6;0.0
10518;24;45.0;5;0.0
10518;38;2635.0;15;0.0
10518;44;1945.0;9;0.0
10519;10;31.0;16;5.0
10519;56;38.0;40;0.0
10519;60;34.0;10;5.0
10520;24;45.0;8;0.0
10520;53;328.0;5;0.0
10521;35;18.0;3;0.0
10521;41;965.0;10;0.0
10521;68;125.0;6;0.0
10522;1;18.0;40;2.0
10522;8;40.0;24;0.0
10522;30;2589.0;20;2.0
10522;40;184.0;25;2.0
10523;17;39.0;25;1.0
10523;20;81.0;15;1.0
10523;37;26.0;18;1.0
10523;41;965.0;6;1.0
10524;10;31.0;2;0.0
10524;30;2589.0;10;0.0
10524;43;46.0;60;0.0
10524;54;745.0;15;0.0
10525;36;19.0;30;0.0
10525;40;184.0;15;1.0
10526;1;18.0;8;15.0
10526;13;6.0;10;0.0
10526;56;38.0;30;15.0
10527;4;22.0;50;1.0
10527;36;19.0;30;1.0
10528;11;21.0;3;0.0
10528;33;25.0;8;2.0
10528;72;348.0;9;0.0
10529;55;24.0;14;0.0
10529;68;125.0;20;0.0
10529;69;36.0;10;0.0
10530;17;39.0;40;0.0
10530;43;46.0;25;0.0
10530;61;285.0;20;0.0
10530;76;18.0;50;0.0
10531;59;55.0;2;0.0
10532;30;2589.0;15;0.0
10532;66;17.0;24;0.0
10533;4;22.0;50;5.0
10533;72;348.0;24;0.0
10533;73;15.0;24;5.0
10534;30;2589.0;10;0.0
10534;40;184.0;10;2.0
10534;54;745.0;10;2.0
10535;11;21.0;50;1.0
10535;40;184.0;10;1.0
10535;57;195.0;5;1.0
10535;59;55.0;15;1.0
10536;12;38.0;15;25.0
10536;31;125.0;20;0.0
10536;33;25.0;30;0.0
10536;60;34.0;35;25.0
10537;31;125.0;30;0.0
10537;51;53.0;6;0.0
10537;58;1325.0;20;0.0
10537;72;348.0;21;0.0
10537;73;15.0;9;0.0
10538;70;15.0;7;0.0
10538;72;348.0;1;0.0
10539;13;6.0;8;0.0
10539;21;10.0;15;0.0
10539;33;25.0;15;0.0
10539;49;20.0;6;0.0
10540;3;10.0;60;0.0
10540;26;3123.0;40;0.0
10540;38;2635.0;30;0.0
10540;68;125.0;35;0.0
10541;24;45.0;35;1.0
10541;38;2635.0;4;1.0
10541;65;2105.0;36;1.0
10541;71;215.0;9;1.0
10542;11;21.0;15;5.0
10542;54;745.0;24;5.0
10543;12;38.0;30;15.0
10543;23;9.0;70;15.0
10544;28;456.0;7;0.0
10544;67;14.0;7;0.0
10545;11;21.0;10;0.0
10546;7;30.0;10;0.0
10546;35;18.0;30;0.0
10546;62;493.0;40;0.0
10547;32;32.0;24;15.0
10547;36;19.0;60;0.0
10548;34;14.0;10;25.0
10548;41;965.0;14;0.0
10549;31;125.0;55;15.0
10549;45;95.0;100;15.0
10549;51;53.0;48;15.0
10550;17;39.0;8;1.0
10550;19;92.0;10;0.0
10550;21;10.0;6;1.0
10550;61;285.0;10;1.0
10551;16;1745.0;40;15.0
10551;35;18.0;20;15.0
10551;44;1945.0;40;0.0
10552;69;36.0;18;0.0
10552;75;775.0;30;0.0
10553;11;21.0;15;0.0
10553;16;1745.0;14;0.0
10553;22;21.0;24;0.0
10553;31;125.0;30;0.0
10553;35;18.0;6;0.0
10554;16;1745.0;30;5.0
10554;23;9.0;20;5.0
10554;62;493.0;20;5.0
10554;77;13.0;10;5.0
10555;14;2325.0;30;2.0
10555;19;92.0;35;2.0
10555;24;45.0;18;2.0
10555;51;53.0;20;2.0
10555;56;38.0;40;2.0
10556;72;348.0;24;0.0
10557;64;3325.0;30;0.0
10557;75;775.0;20;0.0
10558;47;95.0;25;0.0
10558;51;53.0;20;0.0
10558;52;7.0;30;0.0
10558;53;328.0;18;0.0
10558;73;15.0;3;0.0
10559;41;965.0;12;5.0
10559;55;24.0;18;5.0
10560;30;2589.0;20;0.0
10560;62;493.0;15;25.0
10561;44;1945.0;10;0.0
10561;51;53.0;50;0.0
10562;33;25.0;20;1.0
10562;62;493.0;10;1.0
10563;36;19.0;25;0.0
10563;52;7.0;70;0.0
10564;17;39.0;16;5.0
10564;31;125.0;6;5.0
10564;55;24.0;25;5.0
10565;24;45.0;25;1.0
10565;64;3325.0;18;1.0
10566;11;21.0;35;15.0
10566;18;625.0;18;15.0
10566;76;18.0;10;0.0
10567;31;125.0;60;2.0
10567;51;53.0;3;0.0
10567;59;55.0;40;2.0
10568;10;31.0;5;0.0
10569;31;125.0;35;2.0
10569;76;18.0;30;0.0
10570;11;21.0;15;5.0
10570;56;38.0;60;5.0
10571;14;2325.0;11;15.0
10571;42;14.0;28;15.0
10572;16;1745.0;12;1.0
10572;32;32.0;10;1.0
10572;40;184.0;50;0.0
10572;75;775.0;15;1.0
10573;17;39.0;18;0.0
10573;34;14.0;40;0.0
10573;53;328.0;25;0.0
10574;33;25.0;14;0.0
10574;40;184.0;2;0.0
10574;62;493.0;10;0.0
10574;64;3325.0;6;0.0
10575;59;55.0;12;0.0
10575;63;439.0;6;0.0
10575;72;348.0;30;0.0
10575;76;18.0;10;0.0
10576;1;18.0;10;0.0
10576;31;125.0;20;0.0
10576;44;1945.0;21;0.0
10577;39;18.0;10;0.0
10577;75;775.0;20;0.0
10577;77;13.0;18;0.0
10578;35;18.0;20;0.0
10578;57;195.0;6;0.0
10579;15;155.0;10;0.0
10579;75;775.0;21;0.0
10580;14;2325.0;15;5.0
10580;41;965.0;9;5.0
10580;65;2105.0;30;5.0
10581;75;775.0;50;2.0
10582;57;195.0;4;0.0
10582;76;18.0;14;0.0
10583;29;12379.0;10;0.0
10583;60;34.0;24;15.0
10583;69;36.0;10;15.0
10584;31;125.0;50;5.0
10585;47;95.0;15;0.0
10586;52;7.0;4;15.0
10587;26;3123.0;6;0.0
10587;35;18.0;20;0.0
10587;77;13.0;20;0.0
10588;18;625.0;40;2.0
10588;42;14.0;100;2.0
10589;35;18.0;4;0.0
10590;1;18.0;20;0.0
10590;77;13.0;60;5.0
10591;3;10.0;14;0.0
10591;7;30.0;10;0.0
10591;54;745.0;50;0.0
10592;15;155.0;25;5.0
10592;26;3123.0;5;5.0
10593;20;81.0;21;2.0
10593;69;36.0;20;2.0
10593;76;18.0;4;2.0
10594;52;7.0;24;0.0
10594;58;1325.0;30;0.0
10595;35;18.0;30;25.0
10595;61;285.0;120;25.0
10595;69;36.0;65;25.0
10596;56;38.0;5;2.0
10596;63;439.0;24;2.0
10596;75;775.0;30;2.0
10597;24;45.0;35;2.0
